"subjID","Mag","Val","Info","infoType","cond1","cond2","choice","ACC","outAbs","outRel","out_c_abs","out_c_rel"
108,"high","positive",NA,1,1,1,2,1,1,1,0,0
108,"low","negative","partial",0,4,4,2,1,0,1,0,1
108,"high","negative",NA,1,3,3,2,1,0,1,0,1
108,"high","negative",NA,1,3,3,2,1,0,1,-1,0
108,"low","positive","partial",0,2,2,2,1,0,0,0,0
108,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
108,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
108,"high","positive","partial",0,5,1,2,1,1,1,0,0
108,"high","negative","partial",0,7,3,2,1,0,1,0,1
108,"high","positive","partial",0,5,1,2,1,1,1,0,0
108,"high","negative","partial",0,7,3,1,0,-1,0,0,1
108,"low","negative",NA,1,8,4,1,0,-0.1,0,0,1
108,"low","positive",NA,1,6,2,1,0,0,0,0,0
108,"high","negative","partial",0,7,3,1,0,-1,0,0,1
108,"high","positive","partial",0,5,1,2,1,0,0,0,0
108,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
108,"high","negative","partial",0,7,3,2,1,-1,0,-1,0
108,"low","negative",NA,1,8,4,1,0,0,1,-0.1,0
108,"high","positive","partial",0,5,1,2,1,1,1,1,1
108,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
108,"low","positive",NA,1,6,2,1,0,0.1,1,0.1,1
108,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
108,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
108,"low","positive",NA,1,6,2,1,0,0.1,1,0,0
108,"high","negative","partial",0,7,3,1,0,-1,0,0,1
108,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
108,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
108,"high","positive","partial",0,5,1,2,1,1,1,1,1
108,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
108,"high","positive","partial",0,5,1,2,1,0,0,0,0
108,"high","negative","partial",0,7,3,1,0,-1,0,-1,0
108,"high","positive","partial",0,5,1,2,1,1,1,0,0
108,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
108,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
108,"high","negative","partial",0,7,3,2,1,0,1,0,1
108,"high","positive","partial",0,5,1,2,1,1,1,0,0
108,"high","negative","partial",0,7,3,1,0,-1,0,0,1
108,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
108,"low","negative",NA,1,8,4,2,1,-0.1,0,0,1
108,"low","negative",NA,1,8,4,2,1,-0.1,0,-0.1,0
108,"high","negative","partial",0,7,3,2,1,0,1,-1,0
108,"high","positive","partial",0,5,1,2,1,1,1,0,0
108,"high","positive","partial",0,5,1,2,1,0,0,0,0
108,"low","positive",NA,1,6,2,1,0,0.1,1,0.1,1
108,"low","negative",NA,1,8,4,1,0,-0.1,0,0,1
108,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
108,"low","positive",NA,1,6,2,1,0,0,0,0,0
108,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
108,"low","negative",NA,1,8,4,2,1,0,1,0,1
108,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
108,"high","negative","partial",0,7,3,2,1,0,1,-1,0
108,"high","positive","partial",0,5,1,2,1,1,1,0,0
108,"high","negative","partial",0,7,3,2,1,-1,0,0,1
108,"high","positive","partial",0,5,1,2,1,1,1,1,1
108,"high","negative","partial",0,7,3,2,1,0,1,-1,0
108,"high","positive","partial",0,5,1,2,1,1,1,1,1
108,"low","negative",NA,1,8,4,2,1,-0.1,0,-0.1,0
108,"high","negative","partial",0,7,3,2,1,0,1,0,1
108,"low","positive",NA,1,6,2,1,0,0.1,1,0.1,1
108,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
108,"high","negative","partial",0,7,3,2,1,-1,0,-1,0
108,"low","negative",NA,1,8,4,2,1,0,1,0,1
108,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
108,"high","negative","partial",0,7,3,2,1,0,1,-1,0
108,"low","positive",NA,1,6,2,1,0,0,0,0,0
108,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
108,"high","positive","partial",0,5,1,2,1,1,1,0,0
108,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
108,"high","negative","partial",0,7,3,2,1,0,1,-1,0
108,"high","positive","partial",0,5,1,2,1,0,0,0,0
108,"high","positive","partial",0,5,1,2,1,1,1,0,0
108,"low","negative",NA,1,8,4,2,1,-0.1,0,-0.1,0
108,"low","positive",NA,1,6,2,1,0,0,0,0,0
108,"high","positive","partial",0,5,1,2,1,1,1,0,0
108,"high","negative","partial",0,7,3,2,1,-1,0,-1,0
108,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
108,"low","positive",NA,1,6,2,1,0,0.1,1,0.1,1
108,"high","negative","partial",0,7,3,1,0,-1,0,0,1
108,"low","negative",NA,1,8,4,2,1,0,1,0,1
108,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
108,"low","negative",NA,1,8,4,1,0,-0.1,0,0,1
108,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
108,"high","negative","partial",0,7,3,2,1,0,1,-1,0
108,"high","positive","partial",0,5,1,2,1,0,0,0,0
108,"high","positive","partial",0,5,1,2,1,1,1,0,0
108,"high","negative","partial",0,7,3,2,1,0,1,0,1
108,"high","positive","partial",0,5,1,2,1,1,1,1,1
111,"high","negative","partial",0,3,3,1,0,-1,0,0,1
111,"high","positive","partial",0,1,1,1,0,1,1,1,1
111,"high","negative","partial",0,3,3,2,1,-1,0,-1,0
111,"low","negative",NA,1,4,4,2,1,-0.1,0,0,1
111,"high","positive","partial",0,1,1,1,0,0,0,0,0
111,"high","positive","partial",0,1,1,2,1,1,1,0,0
111,"low","positive",NA,1,2,2,2,1,0.1,1,0.1,1
111,"high","positive","partial",0,1,1,2,1,1,1,0,0
111,"low","positive",NA,1,2,2,2,1,0,0,0,0
111,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
111,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
111,"high","negative","partial",0,3,3,2,1,0,1,-1,0
111,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
111,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
111,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
111,"high","negative","partial",0,3,3,2,1,0,1,0,1
111,"low","negative",NA,1,4,4,1,0,-0.1,0,-0.1,0
111,"high","positive","partial",0,1,1,2,1,1,1,1,1
111,"low","positive",NA,1,2,2,1,0,0.1,1,0.1,1
111,"high","positive","partial",0,1,1,2,1,1,1,0,0
111,"high","negative","partial",0,3,3,2,1,0,1,0,1
111,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
111,"low","positive",NA,1,2,2,1,0,0,0,0,0
111,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
111,"high","negative","partial",0,3,3,2,1,0,1,-1,0
111,"high","positive","partial",0,1,1,2,1,1,1,0,0
111,"high","negative","partial",0,3,3,2,1,-1,0,-1,0
111,"low","negative",NA,1,4,4,2,1,0,1,0,1
111,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
111,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
111,"high","positive","partial",0,1,1,2,1,0,0,0,0
111,"high","negative","partial",0,3,3,2,1,0,1,-1,0
111,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
111,"high","negative","partial",0,3,3,2,1,0,1,-1,0
111,"low","positive",NA,1,2,2,1,0,0.1,1,0,0
111,"low","negative",NA,1,4,4,2,1,0,1,0,1
111,"high","positive","partial",0,1,1,2,1,1,1,1,1
111,"high","negative","partial",0,3,3,2,1,0,1,-1,0
111,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
111,"high","negative","partial",0,3,3,2,1,0,1,0,1
111,"high","positive","partial",0,1,1,2,1,1,1,0,0
111,"high","negative","partial",0,3,3,2,1,-1,0,-1,0
111,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
111,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
111,"high","positive","partial",0,1,1,2,1,0,0,0,0
111,"low","negative",NA,1,4,4,2,1,-0.1,0,-0.1,0
111,"high","positive","partial",0,1,1,2,1,1,1,0,0
111,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
111,"high","positive","partial",0,1,1,2,1,1,1,0,0
111,"high","positive","partial",0,1,1,2,1,1,1,1,1
111,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
111,"low","negative",NA,1,4,4,2,1,0,1,0,1
111,"high","negative","partial",0,3,3,2,1,0,1,-1,0
111,"low","positive",NA,1,2,2,2,1,0.1,1,0.1,1
111,"high","negative","partial",0,3,3,2,1,0,1,-1,0
111,"high","positive","partial",0,1,1,2,1,0,0,0,0
111,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
111,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
111,"low","negative",NA,1,4,4,2,1,-0.1,0,-0.1,0
111,"low","positive",NA,1,2,2,2,1,0,0,0,0
111,"high","negative","partial",0,3,3,2,1,0,1,-1,0
111,"high","negative","partial",0,3,3,2,1,-1,0,0,1
111,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
111,"high","positive","partial",0,1,1,2,1,1,1,0,0
111,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
111,"high","positive","partial",0,1,1,2,1,1,1,1,1
111,"low","negative",NA,1,4,4,2,1,0,1,0,1
111,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
111,"high","negative","partial",0,3,3,2,1,0,1,0,1
111,"high","positive","partial",0,1,1,2,1,1,1,0,0
111,"high","positive","partial",0,1,1,2,1,1,1,0,0
111,"low","negative",NA,1,4,4,2,1,-0.1,0,-0.1,0
111,"high","negative","partial",0,3,3,2,1,0,1,-1,0
111,"high","negative","partial",0,3,3,2,1,-1,0,-1,0
111,"high","negative","partial",0,3,3,2,1,0,1,-1,0
111,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
111,"low","positive",NA,1,2,2,2,1,0,0,0.1,1
111,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
111,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
111,"high","positive","partial",0,1,1,2,1,0,0,0,0
111,"high","positive",NA,1,5,1,2,1,1,1,1,1
111,"high","positive",NA,1,5,1,2,1,1,1,0,0
111,"high","negative",NA,1,7,3,2,1,0,1,-1,0
111,"high","positive",NA,1,5,1,2,1,1,1,0,0
111,"low","negative","partial",0,8,4,2,1,0,1,0,1
111,"high","negative",NA,1,7,3,1,0,0,1,-1,0
111,"low","negative","partial",0,8,4,2,1,-0.1,0,-0.1,0
111,"high","positive",NA,1,5,1,2,1,0,0,0,0
111,"low","positive","partial",0,6,2,1,0,0.1,1,0.1,1
111,"high","negative",NA,1,7,3,2,1,0,1,-1,0
111,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
111,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
111,"low","positive","partial",0,6,2,1,0,0,0,0.1,1
111,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
111,"low","positive","partial",0,6,2,2,1,0,0,0,0
111,"high","negative",NA,1,7,3,2,1,0,1,-1,0
111,"high","negative",NA,1,7,3,1,0,-1,0,0,1
111,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
111,"low","positive","partial",0,6,2,1,0,0,0,0,0
111,"high","negative",NA,1,7,3,2,1,0,1,-1,0
111,"high","negative",NA,1,7,3,1,0,-1,0,-1,0
111,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
111,"high","positive",NA,1,5,1,2,1,0,0,0,0
111,"low","negative","partial",0,8,4,2,1,-0.1,0,0,1
111,"high","positive",NA,1,5,1,2,1,1,1,0,0
111,"low","positive","partial",0,6,2,2,1,0.1,1,0.1,1
111,"high","positive",NA,1,5,1,2,1,1,1,0,0
111,"high","positive",NA,1,5,1,2,1,1,1,1,1
111,"high","negative",NA,1,7,3,2,1,0,1,0,1
111,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
111,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
111,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
111,"low","positive","partial",0,6,2,1,0,0,0,0,0
111,"high","negative",NA,1,7,3,2,1,-1,0,-1,0
111,"high","positive",NA,1,5,1,2,1,1,1,0,0
111,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
111,"low","negative","partial",0,8,4,2,1,-0.1,0,0,1
111,"high","negative",NA,1,7,3,2,1,0,1,0,1
111,"high","negative",NA,1,7,3,2,1,0,1,-1,0
111,"low","positive","partial",0,6,2,1,0,0,0,0,0
111,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
111,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
111,"high","negative",NA,1,7,3,1,0,-1,0,0,1
111,"high","positive",NA,1,5,1,2,1,1,1,0,0
111,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
111,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
111,"high","positive",NA,1,5,1,2,1,0,0,0,0
111,"high","positive",NA,1,5,1,2,1,1,1,1,1
111,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
111,"low","positive","partial",0,6,2,2,1,0.1,1,0.1,1
111,"low","positive","partial",0,6,2,2,1,0,0,0,0
111,"high","positive",NA,1,5,1,2,1,1,1,1,1
111,"high","negative",NA,1,7,3,2,1,-1,0,-1,0
111,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
111,"high","negative",NA,1,7,3,1,0,0,1,0,1
111,"low","negative","partial",0,8,4,2,1,-0.1,0,0,1
111,"high","positive",NA,1,5,1,2,1,1,1,0,0
111,"high","positive",NA,1,5,1,2,1,1,1,0,0
111,"high","positive",NA,1,5,1,2,1,0,0,0,0
111,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
111,"high","negative",NA,1,7,3,2,1,0,1,-1,0
111,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
111,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
111,"high","negative",NA,1,7,3,2,1,0,1,-1,0
111,"high","negative",NA,1,7,3,1,0,-1,0,-1,0
111,"high","negative",NA,1,7,3,2,1,0,1,-1,0
111,"high","negative",NA,1,7,3,2,1,0,1,0,1
111,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
111,"high","positive",NA,1,5,1,2,1,1,1,1,1
111,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
111,"low","negative","partial",0,8,4,2,1,-0.1,0,-0.1,0
111,"low","positive","partial",0,6,2,2,1,0.1,1,0.1,1
111,"high","positive",NA,1,5,1,2,1,1,1,0,0
111,"high","negative",NA,1,7,3,2,1,0,1,-1,0
111,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
111,"low","negative","partial",0,8,4,2,1,0,1,0,1
111,"high","positive",NA,1,5,1,2,1,1,1,0,0
111,"low","positive","partial",0,6,2,2,1,0,0,0,0
111,"high","positive",NA,1,5,1,2,1,0,0,0,0
111,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
112,"high","positive",NA,1,1,1,2,1,1,1,0,0
112,"high","negative",NA,1,3,3,2,1,0,1,-1,0
112,"low","positive","partial",0,2,2,2,1,0.1,1,0.1,1
112,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
112,"high","positive",NA,1,1,1,2,1,0,0,1,1
112,"high","positive",NA,1,1,1,2,1,1,1,0,0
112,"high","negative",NA,1,3,3,2,1,0,1,-1,0
112,"high","negative",NA,1,3,3,2,1,0,1,0,1
112,"low","negative","partial",0,4,4,1,0,-0.1,0,-0.1,0
112,"low","negative","partial",0,4,4,1,0,0,1,0,1
112,"low","positive","partial",0,2,2,2,1,0,0,0,0
112,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
112,"high","positive",NA,1,1,1,2,1,1,1,0,0
112,"high","negative",NA,1,3,3,2,1,-1,0,-1,0
112,"low","positive","partial",0,2,2,1,0,0,0,0.1,1
112,"low","negative","partial",0,4,4,1,0,-0.1,0,0,1
112,"low","positive","partial",0,2,2,2,1,0.1,1,0.1,1
112,"low","negative","partial",0,4,4,1,0,0,1,-0.1,0
112,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
112,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
112,"low","positive","partial",0,2,2,1,0,0,0,0.1,1
112,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
112,"high","positive",NA,1,1,1,1,0,0,0,1,1
112,"high","positive",NA,1,1,1,1,0,0,0,1,1
112,"high","positive",NA,1,1,1,2,1,1,1,0,0
112,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
112,"high","negative",NA,1,3,3,2,1,0,1,0,1
112,"high","positive",NA,1,1,1,1,0,1,1,0,0
112,"low","positive","partial",0,2,2,1,0,0,0,0,0
112,"high","negative",NA,1,3,3,1,0,-1,0,0,1
112,"high","negative",NA,1,3,3,2,1,0,1,-1,0
112,"high","negative",NA,1,3,3,2,1,-1,0,-1,0
112,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
112,"high","negative",NA,1,3,3,2,1,0,1,-1,0
112,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
112,"high","negative",NA,1,3,3,2,1,-1,0,0,1
112,"high","negative",NA,1,3,3,2,1,0,1,-1,0
112,"low","negative","partial",0,4,4,2,1,-0.1,0,-0.1,0
112,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
112,"low","negative","partial",0,4,4,2,1,0,1,0,1
112,"high","negative",NA,1,3,3,2,1,0,1,-1,0
112,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
112,"high","positive",NA,1,1,1,1,0,0,0,0,0
112,"high","positive",NA,1,1,1,2,1,1,1,1,1
112,"high","positive",NA,1,1,1,2,1,1,1,0,0
112,"low","positive","partial",0,2,2,2,1,0,0,0.1,1
112,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
112,"high","positive",NA,1,1,1,1,0,0,0,0,0
112,"high","negative",NA,1,3,3,2,1,0,1,-1,0
112,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
112,"high","positive",NA,1,1,1,2,1,0,0,0,0
112,"high","negative",NA,1,3,3,2,1,-1,0,-1,0
112,"high","positive",NA,1,1,1,1,0,0,0,1,1
112,"low","negative","partial",0,4,4,2,1,-0.1,0,-0.1,0
112,"low","positive","partial",0,2,2,2,1,0.1,1,0.1,1
112,"low","positive","partial",0,2,2,1,0,0,0,0.1,1
112,"low","positive","partial",0,2,2,2,1,0,0,0,0
112,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
112,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
112,"high","negative",NA,1,3,3,2,1,0,1,0,1
112,"high","positive",NA,1,1,1,2,1,1,1,0,0
112,"low","negative","partial",0,4,4,2,1,0,1,0,1
112,"high","positive",NA,1,1,1,2,1,1,1,1,1
112,"high","negative",NA,1,3,3,2,1,0,1,-1,0
112,"low","negative","partial",0,4,4,2,1,-0.1,0,-0.1,0
112,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
112,"high","negative",NA,1,3,3,2,1,-1,0,-1,0
112,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
112,"low","positive","partial",0,2,2,2,1,0,0,0,0
112,"low","positive","partial",0,2,2,1,0,0,0,0.1,1
112,"low","negative","partial",0,4,4,2,1,0,1,0,1
112,"high","positive",NA,1,1,1,2,1,1,1,1,1
112,"high","positive",NA,1,1,1,2,1,0,0,0,0
112,"high","negative",NA,1,3,3,2,1,0,1,-1,0
112,"high","negative",NA,1,3,3,2,1,0,1,0,1
112,"low","positive","partial",0,2,2,2,1,0.1,1,0.1,1
112,"high","negative",NA,1,3,3,2,1,0,1,-1,0
112,"high","positive",NA,1,1,1,2,1,1,1,0,0
112,"high","positive",NA,1,1,1,2,1,1,1,0,0
112,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
112,"high","negative","partial",0,7,3,2,1,0,1,0,1
112,"low","positive",NA,1,6,2,2,1,0,0,0,0
112,"high","negative","partial",0,7,3,1,0,-1,0,0,1
112,"high","positive","partial",0,5,1,2,1,1,1,0,0
112,"low","positive",NA,1,6,2,2,1,0.1,1,0.1,1
112,"low","negative",NA,1,8,4,2,1,-0.1,0,-0.1,0
112,"low","negative",NA,1,8,4,1,0,-0.1,0,0,1
112,"high","positive","partial",0,5,1,1,0,0,0,1,1
112,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
112,"low","negative",NA,1,8,4,1,0,0,1,0,1
112,"low","negative",NA,1,8,4,1,0,-0.1,0,0,1
112,"high","positive","partial",0,5,1,2,1,0,0,0,0
112,"high","negative","partial",0,7,3,1,0,-1,0,-1,0
112,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
112,"high","positive","partial",0,5,1,2,1,1,1,1,1
112,"high","negative","partial",0,7,3,2,1,0,1,-1,0
112,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
112,"low","negative",NA,1,8,4,1,0,0,1,-0.1,0
112,"high","positive","partial",0,5,1,2,1,0,0,0,0
112,"high","positive","partial",0,5,1,1,0,0,0,1,1
112,"high","negative","partial",0,7,3,2,1,-1,0,0,1
112,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
112,"high","negative","partial",0,7,3,1,0,-1,0,0,1
112,"high","positive","partial",0,5,1,2,1,1,1,0,0
112,"high","positive","partial",0,5,1,2,1,1,1,1,1
112,"high","negative","partial",0,7,3,2,1,0,1,-1,0
112,"low","negative",NA,1,8,4,1,0,-0.1,0,0,1
112,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
112,"high","negative","partial",0,7,3,2,1,0,1,-1,0
112,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
112,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
112,"low","positive",NA,1,6,2,2,1,0,0,0.1,1
112,"low","negative",NA,1,8,4,2,1,0,1,0,1
112,"high","positive","partial",0,5,1,2,1,1,1,0,0
112,"high","negative","partial",0,7,3,2,1,0,1,-1,0
112,"high","positive","partial",0,5,1,2,1,1,1,0,0
112,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
112,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
112,"high","negative","partial",0,7,3,2,1,-1,0,-1,0
112,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
112,"low","positive",NA,1,6,2,2,1,0,0,0.1,1
112,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
112,"high","negative","partial",0,7,3,2,1,0,1,-1,0
112,"high","negative","partial",0,7,3,2,1,0,1,0,1
112,"low","negative",NA,1,8,4,2,1,-0.1,0,-0.1,0
112,"high","positive","partial",0,5,1,2,1,0,0,1,1
112,"high","positive","partial",0,5,1,1,0,0,0,1,1
112,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
112,"high","negative","partial",0,7,3,2,1,0,1,0,1
112,"high","positive","partial",0,5,1,2,1,0,0,0,0
112,"high","positive","partial",0,5,1,1,0,0,0,1,1
112,"low","positive",NA,1,6,2,2,1,0,0,0,0
112,"high","positive","partial",0,5,1,2,1,1,1,1,1
112,"high","positive","partial",0,5,1,2,1,1,1,0,0
112,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
112,"high","negative","partial",0,7,3,2,1,0,1,-1,0
112,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
112,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
112,"low","positive",NA,1,6,2,2,1,0.1,1,0.1,1
112,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
112,"low","negative",NA,1,8,4,2,1,-0.1,0,-0.1,0
112,"high","negative","partial",0,7,3,2,1,-1,0,-1,0
112,"high","negative","partial",0,7,3,2,1,0,1,-1,0
112,"low","negative",NA,1,8,4,2,1,0,1,0,1
112,"high","positive","partial",0,5,1,2,1,1,1,0,0
112,"low","positive",NA,1,6,2,2,1,0,0,0,0
112,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
112,"high","negative","partial",0,7,3,2,1,-1,0,-1,0
112,"high","positive","partial",0,5,1,2,1,1,1,1,1
112,"low","positive",NA,1,6,2,2,1,0.1,1,0.1,1
112,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
112,"low","negative",NA,1,8,4,2,1,0,1,0,1
112,"high","positive","partial",0,5,1,2,1,1,1,0,0
112,"high","negative","partial",0,7,3,2,1,0,1,-1,0
112,"high","positive","partial",0,5,1,2,1,0,0,0,0
112,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
112,"low","negative",NA,1,8,4,2,1,-0.1,0,-0.1,0
112,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
112,"high","negative","partial",0,7,3,2,1,0,1,0,1
112,"high","negative","partial",0,7,3,2,1,0,1,-1,0
115,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
115,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
115,"low","negative",NA,1,4,4,2,1,0,1,0,1
115,"high","negative","partial",0,3,3,1,0,-1,0,0,1
115,"low","positive",NA,1,2,2,2,1,0,0,0,0
115,"high","negative","partial",0,3,3,2,1,0,1,0,1
115,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
115,"low","negative",NA,1,4,4,2,1,-0.1,0,-0.1,0
115,"high","positive","partial",0,1,1,2,1,0,0,1,1
115,"high","positive","partial",0,1,1,1,0,0,0,1,1
115,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
115,"low","positive",NA,1,2,2,2,1,0.1,1,0.1,1
115,"high","positive","partial",0,1,1,2,1,1,1,0,0
115,"high","positive","partial",0,1,1,2,1,1,1,0,0
115,"high","negative","partial",0,3,3,2,1,0,1,-1,0
115,"high","negative","partial",0,3,3,2,1,-1,0,-1,0
115,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
115,"low","negative",NA,1,4,4,2,1,0,1,0,1
115,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
115,"high","negative","partial",0,3,3,2,1,0,1,0,1
115,"high","positive","partial",0,1,1,2,1,1,1,0,0
115,"high","negative","partial",0,3,3,1,0,-1,0,0,1
115,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
115,"high","negative","partial",0,3,3,2,1,-1,0,-1,0
115,"high","positive","partial",0,1,1,2,1,0,0,0,0
115,"high","positive","partial",0,1,1,1,0,1,1,1,1
115,"low","positive",NA,1,2,2,2,1,0.1,1,0.1,1
115,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
115,"low","negative",NA,1,4,4,2,1,-0.1,0,-0.1,0
115,"high","positive","partial",0,1,1,2,1,1,1,0,0
115,"low","positive",NA,1,2,2,2,1,0,0,0,0
115,"high","negative","partial",0,3,3,2,1,0,1,-1,0
115,"high","negative","partial",0,3,3,2,1,0,1,-1,0
115,"high","negative","partial",0,3,3,2,1,0,1,-1,0
115,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
115,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
115,"high","positive","partial",0,1,1,2,1,0,0,1,1
115,"high","positive","partial",0,1,1,1,0,0,0,1,1
115,"high","positive","partial",0,1,1,2,1,1,1,0,0
115,"low","positive",NA,1,2,2,2,1,0,0,0,0
115,"high","positive","partial",0,1,1,2,1,1,1,0,0
115,"high","negative","partial",0,3,3,2,1,0,1,0,1
115,"low","positive",NA,1,2,2,2,1,0.1,1,0.1,1
115,"low","negative",NA,1,4,4,2,1,-0.1,0,0,1
115,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
115,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
115,"high","negative","partial",0,3,3,2,1,-1,0,-1,0
115,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
115,"high","positive","partial",0,1,1,1,0,0,0,0,0
115,"low","negative",NA,1,4,4,2,1,0,1,0,1
